Date
2000-01-03    111.937502
2000-01-04    102.500003
2000-01-05    103.999997
2000-01-06     94.999998
2000-01-07     99.500001
2000-01-10     97.750001
2000-01-11     92.750000
2000-01-12     87.187503
2000-01-13     96.749998
2000-01-14    100.437499
2000-01-18    103.937499
2000-01-19    106.562499
2000-01-20    113.499994
2000-01-21    111.312501
2000-01-24    106.250002
2000-01-25    112.250006
2000-01-26    110.187502
2000-01-27    110.000001
2000-01-28    101.625003
2000-01-31    103.749998
2000-02-01    100.249998
2000-02-02     98.812502
2000-02-03    103.312498
2000-02-04    108.000002
2000-02-07    114.062504
2000-02-08    114.875006
2000-02-09    112.624994
2000-02-10    113.499994
2000-02-11    108.749999
2000-02-14    115.812504
2013-11-18    518.629974
2013-11-19    519.549995
2013-11-20    514.999985
2013-11-21    521.139992
2013-11-22    519.799988
2013-11-25    523.739998
2013-11-26    533.399979
2013-11-27    545.959999
2013-11-29    556.069977
2013-12-02    551.230026
2013-12-03    566.319984
2013-12-04    565.000008
2013-12-05    567.899994
2013-12-06    560.019974
2013-12-09    566.430000
2013-12-10    565.549980
2013-12-11    561.359978
2013-12-12    560.539986
2013-12-13    554.429993
2013-12-16    557.500023
2013-12-17    554.990005
2013-12-18    550.769989
2013-12-19    544.459991
2013-12-20    549.019989
2013-12-23    570.090004
2013-12-24    567.669975
2013-12-26    563.900009
2013-12-27    560.089989
2013-12-30    554.519981
2013-12-31    561.019997
